,matricula_funcionario,Nome Funcionario,Cargo,codigo_loja,nome_loja,codigo_produto,descricao_produto,Categoria,preco_custo,valor_unitario,quantidade,comissao,dt_venda,dt_entrega
640,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10019,Sofá,Casa,"789,9",1399,1,,22/03/2020 12:47,24/03/2020 09:22
641,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10015,Microondas,Eletrodomésticos,189,"364,5",1,,18/07/2020 16:59,19/07/2020 10:16
642,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10004,Máquina Lavar Roupa,Eletrodomésticos,1099,"1709,1",1,"0,05",22/11/2020 15:02,28/11/2020 10:47
643,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10011,Liquidificador,Cozinha,"59,9","142,4",1,,21/10/2020 12:35,22/10/2020 09:57
644,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10008,Cafeteira,Cozinha,"159,9","284,9",1,,10/06/2020 16:19,11/06/2020 15:13
645,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10015,Microondas,Eletrodomésticos,189,"364,5",1,,06/05/2019 11:58,07/05/2019 11:14
646,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10001,Smartphone,Eletrônicos,"899,9","1676,9",1,,06/01/2019 13:48,07/01/2019 10:56
647,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10002,Tablet,Eletrônicos,799,"1424,91",1,,02/01/2019 10:35,02/01/2019 15:47
648,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10020,Impressora,Eletrônicos,"329,9","674,1",1,,03/09/2019 09:51,03/09/2019 14:28
649,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10016,Guarda Roupa,Casa,"489,9",999,1,,29/11/2020 17:33,04/12/2020 13:08
650,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10017,Cama Box,Casa,"1189,9","1899,5",1,,09/10/2019 12:56,15/10/2019 16:34
651,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10011,Liquidificador,Cozinha,"59,9","142,4",1,,16/01/2020 11:56,16/01/2020 16:26
652,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10019,Sofá,Casa,"789,9",1399,1,,27/10/2019 17:28,30/10/2019 17:20
653,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10003,Televisão,Eletrodomésticos,"1400,9","2279,99",1,,16/12/2019 17:47,22/12/2019 12:35
654,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10005,Notebook,Eletrônicos,"2299,9",3199,1,,27/04/2020 17:09,28/04/2020 11:33
655,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10015,Microondas,Eletrodomésticos,189,"364,5",1,,25/11/2019 10:02,25/11/2019 11:58
656,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10010,Fritadeira elétrica,Cozinha,"187,9",340,1,,21/01/2019 10:28,22/01/2019 09:14
657,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10003,Televisão,Eletrodomésticos,"1400,9","2279,99",1,,08/09/2019 11:58,11/09/2019 11:13
658,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10019,Sofá,Casa,"789,9",1399,1,,21/01/2020 13:32,27/01/2020 11:36
659,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10002,Tablet,Eletrônicos,799,"1424,91",1,,05/12/2020 12:37,05/12/2020 15:57
660,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10005,Notebook,Eletrônicos,"2299,9",3199,1,,20/11/2020 16:55,21/11/2020 11:00
661,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10001,Smartphone,Eletrônicos,"899,9","1676,9",1,,04/01/2019 13:42,04/01/2019 16:21
662,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10003,Televisão,Eletrodomésticos,"1400,9","2279,99",1,,01/04/2019 15:58,07/04/2019 15:45
663,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10005,Notebook,Eletrônicos,"2299,9",3199,1,,08/04/2019 14:38,08/04/2019 17:28
664,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10010,Fritadeira elétrica,Cozinha,"187,9",340,1,,26/07/2020 17:13,27/07/2020 10:13
665,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10011,Liquidificador,Cozinha,"59,9","142,4",1,,14/12/2020 16:37,15/12/2020 14:23
666,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10018,Colchão,Casa,"109,9","249,9",1,,26/05/2019 14:31,27/05/2019 13:27
667,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10009,Ferro de passar,Casa,"27,9","55,9",1,,15/10/2020 09:34,15/10/2020 14:37
668,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10013,Fogão,Eletrodomésticos,"210,9","404,1",1,,01/10/2019 11:02,05/10/2019 16:07
669,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10011,Liquidificador,Cozinha,"59,9","142,4",1,,09/11/2020 13:07,10/11/2020 11:59
670,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10012,Processador de alimentos,Cozinha,110,"189,9",1,,19/02/2019 13:45,20/02/2019 09:50
671,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10002,Tablet,Eletrônicos,799,"1424,91",1,,24/07/2019 15:42,25/07/2019 10:17
672,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10013,Fogão,Eletrodomésticos,"210,9","404,1",1,,03/09/2020 10:09,08/09/2020 15:20
673,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10017,Cama Box,Casa,"1189,9","1899,5",1,,12/12/2020 16:24,14/12/2020 13:32
674,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10018,Colchão,Casa,"109,9","249,9",1,,09/12/2019 12:56,10/12/2019 11:09
675,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10014,Geladeira,Eletrodomésticos,"699,9","1346,9",1,,12/01/2019 12:54,16/01/2019 12:04
676,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10016,Guarda Roupa,Casa,"489,9",999,1,,18/02/2019 16:27,21/02/2019 13:39
677,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10019,Sofá,Casa,"789,9",1399,1,,14/09/2019 16:01,16/09/2019 11:08
678,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10018,Colchão,Casa,"109,9","249,9",1,,11/03/2019 11:44,11/03/2019 16:15
679,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10018,Colchão,Casa,"109,9","249,9",1,,30/01/2020 12:06,30/01/2020 14:34
680,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10002,Tablet,Eletrônicos,799,"1424,91",1,,22/02/2019 17:59,23/02/2019 12:32
681,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10001,Smartphone,Eletrônicos,"899,9","1676,9",3,,02/07/2020 11:15,03/07/2020 11:07
682,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10001,Smartphone,Eletrônicos,"899,9","1676,9",3,,07/12/2020 12:19,07/12/2020 15:49
683,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10007,Batedeira,Cozinha,"49,9","95,9",4,,16/02/2020 10:55,16/02/2020 16:56
684,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10020,Impressora,Eletrônicos,"329,9","674,1",3,,03/10/2019 13:37,03/10/2019 14:16
685,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10004,Máquina Lavar Roupa,Eletrodomésticos,1099,"1709,1",4,"0,1",20/12/2020 10:38,27/12/2020 16:15
686,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10010,Fritadeira elétrica,Cozinha,"187,9",340,4,,10/10/2019 11:21,10/10/2019 16:50
687,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10014,Geladeira,Eletrodomésticos,"699,9","1346,9",4,,07/06/2019 10:51,13/06/2019 14:09
688,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10009,Ferro de passar,Casa,"27,9","55,9",3,,17/01/2020 09:33,17/01/2020 10:13
689,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10002,Tablet,Eletrônicos,799,"1424,91",3,,07/07/2019 12:25,08/07/2019 11:24
690,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10019,Sofá,Casa,"789,9",1399,3,,03/02/2020 14:13,05/02/2020 17:12
691,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10003,Televisão,Eletrodomésticos,"1400,9","2279,99",3,,06/02/2020 16:29,08/02/2020 10:42
692,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10020,Impressora,Eletrônicos,"329,9","674,1",4,,02/10/2020 10:00,02/10/2020 15:11
693,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10016,Guarda Roupa,Casa,"489,9",999,3,,27/06/2020 15:18,30/06/2020 13:32
694,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10013,Fogão,Eletrodomésticos,"210,9","404,1",4,,15/08/2019 17:57,20/08/2019 11:02
695,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10009,Ferro de passar,Casa,"27,9","55,9",4,,18/03/2020 12:34,19/03/2020 09:30
696,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10019,Sofá,Casa,"789,9",1399,3,,13/02/2019 10:15,17/02/2019 11:59
697,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10013,Fogão,Eletrodomésticos,"210,9","404,1",4,,18/02/2020 15:12,25/02/2020 09:51
698,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10017,Cama Box,Casa,"1189,9","1899,5",4,,15/01/2019 17:52,18/01/2019 10:37
699,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10014,Geladeira,Eletrodomésticos,"699,9","1346,9",3,,13/09/2020 17:58,16/09/2020 17:20
700,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10001,Smartphone,Eletrônicos,"899,9","1676,9",4,,10/07/2019 09:42,10/07/2019 11:41
701,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10008,Cafeteira,Cozinha,"159,9","284,9",3,,10/07/2019 16:25,11/07/2019 10:01
702,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10011,Liquidificador,Cozinha,"59,9","142,4",3,,31/03/2019 14:38,31/03/2019 16:06
703,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10013,Fogão,Eletrodomésticos,"210,9","404,1",4,,01/06/2019 13:55,05/06/2019 10:35
704,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10008,Cafeteira,Cozinha,"159,9","284,9",4,,25/12/2019 12:10,26/12/2019 09:54
705,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10009,Ferro de passar,Casa,"27,9","55,9",4,,06/10/2020 12:57,07/10/2020 12:53
706,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10009,Ferro de passar,Casa,"27,9","55,9",4,,01/08/2020 12:07,01/08/2020 14:36
707,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10006,Aspirador de pó,Casa,"88,9","189,9",3,,28/09/2020 10:24,29/09/2020 09:33
708,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10011,Liquidificador,Cozinha,"59,9","142,4",3,,24/10/2019 17:32,25/10/2019 12:35
709,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10008,Cafeteira,Cozinha,"159,9","284,9",3,,29/03/2020 10:00,29/03/2020 12:56
710,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10014,Geladeira,Eletrodomésticos,"699,9","1346,9",4,,22/07/2019 11:03,26/07/2019 15:32
711,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10014,Geladeira,Eletrodomésticos,"699,9","1346,9",4,,29/04/2020 16:45,01/05/2020 13:35
712,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10012,Processador de alimentos,Cozinha,110,"189,9",3,,17/11/2019 17:54,18/11/2019 17:31
713,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10011,Liquidificador,Cozinha,"59,9","142,4",3,,20/10/2019 14:18,21/10/2019 10:23
714,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10002,Tablet,Eletrônicos,799,"1424,91",4,,19/05/2019 13:51,20/05/2019 13:15
715,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10003,Televisão,Eletrodomésticos,"1400,9","2279,99",4,,03/05/2020 15:31,09/05/2020 11:36
716,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10020,Impressora,Eletrônicos,"329,9","674,1",3,,15/07/2019 13:03,15/07/2019 17:19
717,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10014,Geladeira,Eletrodomésticos,"699,9","1346,9",3,,24/10/2020 17:16,26/10/2020 17:50
718,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10006,Aspirador de pó,Casa,"88,9","189,9",3,,21/12/2019 17:37,22/12/2019 10:28
719,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10005,Notebook,Eletrônicos,"2299,9",3199,3,,08/06/2020 16:42,09/06/2020 12:09
720,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10007,Batedeira,Cozinha,"49,9","95,9",3,,18/09/2020 11:15,18/09/2020 11:38
721,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10010,Fritadeira elétrica,Cozinha,"187,9",340,4,,10/02/2020 12:48,10/02/2020 14:19
722,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10002,Tablet,Eletrônicos,799,"1424,91",4,,12/10/2019 13:48,12/10/2019 14:31
723,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10008,Cafeteira,Cozinha,"159,9","284,9",3,,06/12/2019 12:28,07/12/2019 09:35
724,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10012,Processador de alimentos,Cozinha,110,"189,9",4,,11/02/2019 16:17,12/02/2019 12:59
725,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10019,Sofá,Casa,"789,9",1399,4,,16/01/2019 12:32,23/01/2019 16:26
726,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10017,Cama Box,Casa,"1189,9","1899,5",3,,10/01/2020 14:44,13/01/2020 13:53
727,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10004,Máquina Lavar Roupa,Eletrodomésticos,1099,"1709,1",3,"0,09",04/06/2019 16:52,09/06/2019 11:37
728,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10013,Fogão,Eletrodomésticos,"210,9","404,1",4,,26/03/2020 15:27,28/03/2020 16:56
729,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10019,Sofá,Casa,"789,9",1399,3,,25/11/2019 13:05,02/12/2019 14:43
730,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10015,Microondas,Eletrodomésticos,189,"364,5",3,,10/12/2020 16:35,10/12/2020 16:58
731,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10008,Cafeteira,Cozinha,"159,9","284,9",3,,27/02/2020 09:32,27/02/2020 15:54
732,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10018,Colchão,Casa,"109,9","249,9",4,,05/08/2020 14:37,06/08/2020 11:52
733,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10010,Fritadeira elétrica,Cozinha,"187,9",340,4,,17/07/2019 17:55,18/07/2019 17:32
734,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10013,Fogão,Eletrodomésticos,"210,9","404,1",3,,18/09/2020 17:05,21/09/2020 16:14
735,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10015,Microondas,Eletrodomésticos,189,"364,5",4,,11/06/2020 10:07,11/06/2020 17:15
736,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10007,Batedeira,Cozinha,"49,9","95,9",4,,29/10/2020 11:50,29/10/2020 17:48
737,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10002,Tablet,Eletrônicos,799,"1424,91",4,,25/06/2019 15:16,25/06/2019 16:40
738,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10008,Cafeteira,Cozinha,"159,9","284,9",3,,07/06/2020 09:37,07/06/2020 13:46
739,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10003,Televisão,Eletrodomésticos,"1400,9","2279,99",3,,18/12/2020 13:34,25/12/2020 14:21
740,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10001,Smartphone,Eletrônicos,"899,9","1676,9",3,,16/12/2020 16:04,16/12/2020 16:39
741,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10007,Batedeira,Cozinha,"49,9","95,9",3,,02/03/2019 13:40,03/03/2019 12:30
742,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10010,Fritadeira elétrica,Cozinha,"187,9",340,4,,06/02/2019 13:37,06/02/2019 16:35
743,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10003,Televisão,Eletrodomésticos,"1400,9","2279,99",4,,27/04/2019 14:26,29/04/2019 16:38
744,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10006,Aspirador de pó,Casa,"88,9","189,9",4,,08/03/2020 14:30,09/03/2020 12:49
745,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10011,Liquidificador,Cozinha,"59,9","142,4",3,,25/11/2020 16:32,25/11/2020 16:39
746,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10018,Colchão,Casa,"109,9","249,9",4,,12/04/2019 17:08,13/04/2019 16:22
747,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10010,Fritadeira elétrica,Cozinha,"187,9",340,4,,12/10/2019 13:21,12/10/2019 15:14
748,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10016,Guarda Roupa,Casa,"489,9",999,3,,01/06/2019 15:53,06/06/2019 09:27
749,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10009,Ferro de passar,Casa,"27,9","55,9",3,,28/04/2019 13:21,29/04/2019 12:58
750,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10015,Microondas,Eletrodomésticos,189,"364,5",3,,17/12/2020 09:42,17/12/2020 15:34
751,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10004,Máquina Lavar Roupa,Eletrodomésticos,1099,"1709,1",3,"0,09",17/05/2020 14:00,24/05/2020 11:25
752,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10018,Colchão,Casa,"109,9","249,9",4,,22/03/2020 14:38,23/03/2020 10:24
753,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10020,Impressora,Eletrônicos,"329,9","674,1",4,,12/04/2019 09:06,12/04/2019 14:37
754,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10007,Batedeira,Cozinha,"49,9","95,9",4,,25/05/2020 13:10,25/05/2020 15:03
755,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10010,Fritadeira elétrica,Cozinha,"187,9",340,3,,14/08/2020 14:18,15/08/2020 10:12
756,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10009,Ferro de passar,Casa,"27,9","55,9",4,,06/09/2020 11:16,06/09/2020 16:21
757,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10020,Impressora,Eletrônicos,"329,9","674,1",4,,02/05/2020 13:48,03/05/2020 12:43
758,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10013,Fogão,Eletrodomésticos,"210,9","404,1",3,,21/09/2019 09:07,23/09/2019 12:42
759,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10011,Liquidificador,Cozinha,"59,9","142,4",4,,23/11/2019 16:57,24/11/2019 09:20
760,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10009,Ferro de passar,Casa,"27,9","55,9",3,,17/04/2019 09:56,17/04/2019 13:00
761,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10005,Notebook,Eletrônicos,"2299,9",3199,3,,19/05/2019 13:15,19/05/2019 17:50
762,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10010,Fritadeira elétrica,Cozinha,"187,9",340,3,,16/01/2020 15:08,17/01/2020 12:39
763,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10007,Batedeira,Cozinha,"49,9","95,9",4,,31/01/2020 12:14,01/02/2020 10:18
764,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10004,Máquina Lavar Roupa,Eletrodomésticos,1099,"1709,1",3,"0,09",18/08/2020 16:52,24/08/2020 17:31
765,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10013,Fogão,Eletrodomésticos,"210,9","404,1",3,,27/02/2020 12:15,04/03/2020 16:29
766,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10018,Colchão,Casa,"109,9","249,9",3,,10/01/2019 16:16,11/01/2019 16:00
767,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10009,Ferro de passar,Casa,"27,9","55,9",4,,24/12/2020 13:44,25/12/2020 11:20
768,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10017,Cama Box,Casa,"1189,9","1899,5",4,,01/10/2019 17:56,07/10/2019 10:19
769,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10007,Batedeira,Cozinha,"49,9","95,9",3,,12/03/2019 16:38,13/03/2019 13:28
770,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10005,Notebook,Eletrônicos,"2299,9",3199,3,,29/01/2019 15:38,30/01/2019 12:23
771,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10008,Cafeteira,Cozinha,"159,9","284,9",3,,17/10/2020 10:35,17/10/2020 11:52
772,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10003,Televisão,Eletrodomésticos,"1400,9","2279,99",4,,18/06/2019 14:34,24/06/2019 15:09
773,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10010,Fritadeira elétrica,Cozinha,"187,9",340,3,,22/01/2019 15:46,22/01/2019 17:16
774,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10015,Microondas,Eletrodomésticos,189,"364,5",4,,18/04/2020 15:37,19/04/2020 10:20
775,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10013,Fogão,Eletrodomésticos,"210,9","404,1",4,,29/09/2020 10:14,01/10/2020 15:51
776,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10011,Liquidificador,Cozinha,"59,9","142,4",4,,17/11/2019 17:29,18/11/2019 16:04
777,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10002,Tablet,Eletrônicos,799,"1424,91",4,,04/01/2019 17:54,05/01/2019 11:38
778,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10006,Aspirador de pó,Casa,"88,9","189,9",4,,04/05/2019 13:32,05/05/2019 11:13
779,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10005,Notebook,Eletrônicos,"2299,9",3199,4,,09/03/2019 17:30,10/03/2019 17:07
780,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10005,Notebook,Eletrônicos,"2299,9",3199,4,,02/09/2020 13:14,02/09/2020 17:08
781,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10011,Liquidificador,Cozinha,"59,9","142,4",3,,23/11/2019 11:33,24/11/2019 10:14
782,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10017,Cama Box,Casa,"1189,9","1899,5",4,,28/01/2019 12:47,01/02/2019 17:06
783,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10007,Batedeira,Cozinha,"49,9","95,9",3,,04/02/2020 17:39,05/02/2020 09:40
784,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10009,Ferro de passar,Casa,"27,9","55,9",3,,27/07/2020 10:40,27/07/2020 15:21
785,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10016,Guarda Roupa,Casa,"489,9",999,4,,05/03/2019 09:56,11/03/2019 14:36
786,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10011,Liquidificador,Cozinha,"59,9","142,4",3,,10/04/2020 10:38,10/04/2020 13:36
787,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10018,Colchão,Casa,"109,9","249,9",4,,13/06/2019 14:17,13/06/2019 14:26
788,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10001,Smartphone,Eletrônicos,"899,9","1676,9",3,,20/01/2020 11:36,21/01/2020 11:10
789,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10005,Notebook,Eletrônicos,"2299,9",3199,3,,04/10/2020 14:18,05/10/2020 12:12
790,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10016,Guarda Roupa,Casa,"489,9",999,3,,13/10/2019 16:32,17/10/2019 09:56
791,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10017,Cama Box,Casa,"1189,9","1899,5",4,,21/09/2020 10:54,23/09/2020 15:48
792,123456333,Jorge Mateus,Vendedor,CL001,Loja Matriz,10005,Notebook,Eletrônicos,"2299,9",3199,4,,22/08/2019 14:30,23/08/2019 10:33
793,123456555,Marta Cury,Vendedor,CL002,Filial MG,10012,Processador de alimentos,Cozinha,110,"189,9",2,,22/09/2020 14:52,23/09/2020 14:00
794,123456555,Marta Cury,Vendedor,CL002,Filial MG,10004,Máquina Lavar Roupa,Eletrodomésticos,1099,"1709,1",4,"0,1",05/08/2019 16:37,09/08/2019 10:06
795,123456555,Marta Cury,Vendedor,CL002,Filial MG,10017,Cama Box,Casa,"1189,9","1899,5",4,,22/12/2019 10:36,28/12/2019 11:37
796,123456555,Marta Cury,Vendedor,CL002,Filial MG,10017,Cama Box,Casa,"1189,9","1899,5",4,,26/12/2019 14:06,28/12/2019 12:42
797,123456555,Marta Cury,Vendedor,CL002,Filial MG,10019,Sofá,Casa,"789,9",1399,3,,23/11/2020 12:55,29/11/2020 15:14
798,123456555,Marta Cury,Vendedor,CL002,Filial MG,10004,Máquina Lavar Roupa,Eletrodomésticos,1099,"1709,1",3,"0,09",19/11/2020 15:29,22/11/2020 13:05
799,123456555,Marta Cury,Vendedor,CL002,Filial MG,10009,Ferro de passar,Casa,"27,9","55,9",4,,29/07/2019 10:26,29/07/2019 15:42
800,123456555,Marta Cury,Vendedor,CL002,Filial MG,10012,Processador de alimentos,Cozinha,110,"189,9",3,,14/12/2019 09:38,15/12/2019 09:33
801,123456555,Marta Cury,Vendedor,CL002,Filial MG,10016,Guarda Roupa,Casa,"489,9",999,1,,06/05/2020 13:17,08/05/2020 15:32
802,123456555,Marta Cury,Vendedor,CL002,Filial MG,10011,Liquidificador,Cozinha,"59,9","142,4",2,,03/06/2019 14:41,04/06/2019 13:06
803,123456555,Marta Cury,Vendedor,CL002,Filial MG,10006,Aspirador de pó,Casa,"88,9","189,9",2,,15/09/2020 12:39,16/09/2020 10:21
804,123456555,Marta Cury,Vendedor,CL002,Filial MG,10001,Smartphone,Eletrônicos,"899,9","1676,9",4,,07/07/2020 15:59,08/07/2020 10:09
805,123456555,Marta Cury,Vendedor,CL002,Filial MG,10013,Fogão,Eletrodomésticos,"210,9","404,1",4,,02/08/2020 17:01,08/08/2020 14:45
806,123456555,Marta Cury,Vendedor,CL002,Filial MG,10007,Batedeira,Cozinha,"49,9","95,9",2,,07/12/2020 16:23,08/12/2020 11:43
