,dt_venda,nome_funcionario,cargo,nome_loja,descricao_produto,categoria,preco_custo,valor_unitario,quantidade,dt_entrega,valor_final,mes,ano,meta,lucro,magem_lucro,pazo_entrega
1039,2020-07-09 12:04:00,Maria das Graças,Vendedor,Loja Matriz,Máquina Lavar Roupa,Eletrodomésticos,1099.0,1709.1,1,2020-07-15 12:08:00,1709.1,7,2020,285000,610.0999999999999,0.35697150547071554,6 days 00:04:00
1040,2019-07-29 12:05:00,Maria das Graças,Vendedor,Loja Matriz,Fogão,Eletrodomésticos,210.9,404.1,1,2019-08-05 16:43:00,404.1,7,2019,285000,193.20000000000002,0.47809948032665184,7 days 04:38:00
1041,2019-06-25 12:27:00,Maria das Graças,Vendedor,Loja Matriz,Impressora,Eletrônicos,329.9,674.1,1,2019-06-25 17:59:00,674.1,6,2019,285000,344.20000000000005,0.5106067349058003,0 days 05:32:00
1042,2019-03-12 12:08:00,Maria das Graças,Vendedor,Loja Matriz,Cama Box,Casa,1189.9,1899.5,1,2019-03-15 13:07:00,1899.5,3,2019,285000,709.5999999999999,0.3735719926296393,3 days 00:59:00
1043,2020-04-05 09:55:00,Maria das Graças,Vendedor,Loja Matriz,Ferro de passar,Casa,27.9,55.9,1,2020-04-05 12:07:00,55.9,4,2020,285000,28.0,0.5008944543828265,0 days 02:12:00
1044,2020-12-29 13:31:00,Maria das Graças,Vendedor,Loja Matriz,Tablet,Eletrônicos,799.0,1424.91,1,2020-12-30 10:55:00,1424.91,12,2020,285000,625.9100000000001,0.43926283063491733,0 days 21:24:00
1045,2020-11-09 17:53:00,Maria das Graças,Vendedor,Loja Matriz,Geladeira,Eletrodomésticos,699.9,1346.9,1,2020-11-13 15:19:00,1346.9,11,2020,285000,647.0000000000001,0.4803623134605391,3 days 21:26:00
1046,2020-03-12 15:48:00,Maria das Graças,Vendedor,Loja Matriz,Processador de alimentos,Cozinha,110.0,189.9,1,2020-03-13 14:42:00,189.9,3,2020,285000,79.9,0.4207477619799895,0 days 22:54:00
1047,2019-05-02 12:19:00,Maria das Graças,Vendedor,Loja Matriz,Colchão,Casa,109.9,249.9,1,2019-05-03 11:52:00,249.9,5,2019,285000,140.0,0.5602240896358543,0 days 23:33:00
1048,2019-09-09 10:31:00,Maria das Graças,Vendedor,Loja Matriz,Ferro de passar,Casa,27.9,55.9,1,2019-09-09 14:19:00,55.9,9,2019,285000,28.0,0.5008944543828265,0 days 03:48:00
1049,2019-01-09 17:51:00,Maria das Graças,Vendedor,Loja Matriz,Notebook,Eletrônicos,2299.9,3199.0,1,2019-01-10 16:18:00,3199.0,1,2019,285000,899.0999999999999,0.28105658018130664,0 days 22:27:00
1050,2020-06-17 09:06:00,Maria das Graças,Vendedor,Loja Matriz,Fritadeira elétrica,Cozinha,187.9,340.0,1,2020-06-17 17:23:00,340.0,6,2020,285000,152.1,0.44735294117647056,0 days 08:17:00
1051,2019-06-15 14:51:00,Maria das Graças,Vendedor,Loja Matriz,Microondas,Eletrodomésticos,189.0,364.5,1,2019-06-16 14:14:00,364.5,6,2019,285000,175.5,0.48148148148148145,0 days 23:23:00
1052,2019-09-04 14:23:00,Maria das Graças,Vendedor,Loja Matriz,Aspirador de pó,Casa,88.9,189.9,1,2019-09-05 12:40:00,189.9,9,2019,285000,101.0,0.5318588730911006,0 days 22:17:00
1053,2020-01-07 09:52:00,Maria das Graças,Vendedor,Loja Matriz,Aspirador de pó,Casa,88.9,189.9,3,2020-01-08 09:47:00,569.7,1,2020,285000,303.0,0.5318588730911006,0 days 23:55:00
1054,2020-06-18 13:37:00,Maria das Graças,Vendedor,Loja Matriz,Guarda Roupa,Casa,489.9,999.0,3,2020-06-21 09:22:00,2997.0,6,2020,285000,1527.3000000000002,0.5096096096096097,2 days 19:45:00
1055,2019-08-06 14:14:00,Maria das Graças,Vendedor,Loja Matriz,Cafeteira,Cozinha,159.9,284.9,3,2019-08-07 12:59:00,854.6999999999999,8,2019,285000,374.9999999999999,0.4387504387504387,0 days 22:45:00
1056,2019-11-21 13:04:00,Maria das Graças,Vendedor,Loja Matriz,Guarda Roupa,Casa,489.9,999.0,3,2019-11-25 13:26:00,2997.0,11,2019,285000,1527.3000000000002,0.5096096096096097,4 days 00:22:00
1057,2020-10-24 17:55:00,Maria das Graças,Vendedor,Loja Matriz,Notebook,Eletrônicos,2299.9,3199.0,3,2020-10-25 10:02:00,9597.0,10,2020,285000,2697.2999999999997,0.28105658018130664,0 days 16:07:00
1058,2020-04-18 09:48:00,Maria das Graças,Vendedor,Loja Matriz,Tablet,Eletrônicos,799.0,1424.91,3,2020-04-18 11:20:00,4274.7300000000005,4,2020,285000,1877.7300000000002,0.43926283063491733,0 days 01:32:00
1059,2020-07-13 16:55:00,Maria das Graças,Vendedor,Loja Matriz,Geladeira,Eletrodomésticos,699.9,1346.9,3,2020-07-19 11:59:00,4040.7,7,2020,285000,1941.0000000000005,0.4803623134605391,5 days 19:04:00
1060,2019-11-20 15:03:00,Maria das Graças,Vendedor,Loja Matriz,Smartphone,Eletrônicos,899.9,1676.9,3,2019-11-20 15:59:00,5030.700000000001,11,2019,285000,2331.0000000000005,0.4633550002981693,0 days 00:56:00
1061,2019-07-03 09:45:00,Maria das Graças,Vendedor,Loja Matriz,Processador de alimentos,Cozinha,110.0,189.9,3,2019-07-03 13:05:00,569.7,7,2019,285000,239.70000000000002,0.4207477619799895,0 days 03:20:00
1062,2019-02-03 15:02:00,Maria das Graças,Vendedor,Loja Matriz,Aspirador de pó,Casa,88.9,189.9,3,2019-02-04 14:22:00,569.7,2,2019,285000,303.0,0.5318588730911006,0 days 23:20:00
1063,2019-09-02 12:46:00,Maria das Graças,Vendedor,Loja Matriz,Guarda Roupa,Casa,489.9,999.0,3,2019-09-08 15:51:00,2997.0,9,2019,285000,1527.3000000000002,0.5096096096096097,6 days 03:05:00
1064,2019-08-18 09:21:00,Maria das Graças,Vendedor,Loja Matriz,Notebook,Eletrônicos,2299.9,3199.0,3,2019-08-18 11:09:00,9597.0,8,2019,285000,2697.2999999999997,0.28105658018130664,0 days 01:48:00
1065,2019-02-26 13:32:00,Maria das Graças,Vendedor,Loja Matriz,Sofá,Casa,789.9,1399.0,1,2019-03-02 13:22:00,1399.0,2,2019,285000,609.1,0.43538241601143673,3 days 23:50:00
1066,2019-09-11 17:48:00,Maria das Graças,Vendedor,Loja Matriz,Notebook,Eletrônicos,2299.9,3199.0,1,2019-09-12 17:31:00,3199.0,9,2019,285000,899.0999999999999,0.28105658018130664,0 days 23:43:00
1067,2019-02-22 14:36:00,Maria das Graças,Vendedor,Loja Matriz,Televisão,Eletrodomésticos,1400.9,2279.99,1,2019-02-26 15:25:00,2279.99,2,2019,285000,879.0899999999997,0.38556748055912515,4 days 00:49:00
1068,2019-09-12 12:38:00,Maria das Graças,Vendedor,Loja Matriz,Televisão,Eletrodomésticos,1400.9,2279.99,1,2019-09-18 16:09:00,2279.99,9,2019,285000,879.0899999999997,0.38556748055912515,6 days 03:31:00
1069,2020-12-05 14:10:00,Maria das Graças,Vendedor,Loja Matriz,Notebook,Eletrônicos,2299.9,3199.0,1,2020-12-05 15:57:00,3199.0,12,2020,285000,899.0999999999999,0.28105658018130664,0 days 01:47:00
1070,2020-08-02 10:08:00,Maria das Graças,Vendedor,Loja Matriz,Batedeira,Cozinha,49.9,95.9,1,2020-08-02 12:53:00,95.9,8,2020,285000,46.00000000000001,0.4796663190823775,0 days 02:45:00
1071,2019-04-11 11:04:00,Maria das Graças,Vendedor,Loja Matriz,Microondas,Eletrodomésticos,189.0,364.5,1,2019-04-12 09:29:00,364.5,4,2019,285000,175.5,0.48148148148148145,0 days 22:25:00
1072,2020-11-21 12:08:00,Maria das Graças,Vendedor,Loja Matriz,Colchão,Casa,109.9,249.9,1,2020-11-21 13:01:00,249.9,11,2020,285000,140.0,0.5602240896358543,0 days 00:53:00
1073,2020-11-03 15:46:00,Maria das Graças,Vendedor,Loja Matriz,Notebook,Eletrônicos,2299.9,3199.0,1,2020-11-04 10:42:00,3199.0,11,2020,285000,899.0999999999999,0.28105658018130664,0 days 18:56:00
1074,2019-11-02 09:51:00,Maria das Graças,Vendedor,Loja Matriz,Cafeteira,Cozinha,159.9,284.9,1,2019-11-02 10:53:00,284.9,11,2019,285000,124.99999999999997,0.4387504387504387,0 days 01:02:00
1075,2020-01-24 09:22:00,Maria das Graças,Vendedor,Loja Matriz,Liquidificador,Cozinha,59.9,142.4,1,2020-01-24 09:54:00,142.4,1,2020,285000,82.5,0.5793539325842696,0 days 00:32:00
1076,2019-06-03 09:09:00,Maria das Graças,Vendedor,Loja Matriz,Notebook,Eletrônicos,2299.9,3199.0,1,2019-06-03 11:09:00,3199.0,6,2019,285000,899.0999999999999,0.28105658018130664,0 days 02:00:00
1077,2020-01-06 13:08:00,Maria das Graças,Vendedor,Loja Matriz,Microondas,Eletrodomésticos,189.0,364.5,1,2020-01-06 17:26:00,364.5,1,2020,285000,175.5,0.48148148148148145,0 days 04:18:00
1078,2020-12-14 15:32:00,Maria das Graças,Vendedor,Loja Matriz,Guarda Roupa,Casa,489.9,999.0,1,2020-12-16 15:17:00,999.0,12,2020,285000,509.1,0.5096096096096097,1 days 23:45:00
1079,2020-05-17 16:35:00,Maria das Graças,Vendedor,Loja Matriz,Impressora,Eletrônicos,329.9,674.1,1,2020-05-18 14:08:00,674.1,5,2020,285000,344.20000000000005,0.5106067349058003,0 days 21:33:00
1080,2020-01-18 12:20:00,Maria das Graças,Vendedor,Loja Matriz,Máquina Lavar Roupa,Eletrodomésticos,1099.0,1709.1,1,2020-01-22 16:00:00,1709.1,1,2020,285000,610.0999999999999,0.35697150547071554,4 days 03:40:00
1081,2020-03-15 09:28:00,Maria das Graças,Vendedor,Loja Matriz,Aspirador de pó,Casa,88.9,189.9,1,2020-03-15 17:04:00,189.9,3,2020,285000,101.0,0.5318588730911006,0 days 07:36:00
1082,2019-02-19 17:49:00,Maria das Graças,Vendedor,Loja Matriz,Tablet,Eletrônicos,799.0,1424.91,1,2019-02-20 14:12:00,1424.91,2,2019,285000,625.9100000000001,0.43926283063491733,0 days 20:23:00
1083,2019-11-26 13:27:00,Maria das Graças,Vendedor,Loja Matriz,Televisão,Eletrodomésticos,1400.9,2279.99,1,2019-12-03 14:13:00,2279.99,11,2019,285000,879.0899999999997,0.38556748055912515,7 days 00:46:00
1084,2019-11-03 13:47:00,Maria das Graças,Vendedor,Loja Matriz,Guarda Roupa,Casa,489.9,999.0,1,2019-11-05 12:41:00,999.0,11,2019,285000,509.1,0.5096096096096097,1 days 22:54:00
1085,2020-11-18 17:55:00,Maria das Graças,Vendedor,Loja Matriz,Cafeteira,Cozinha,159.9,284.9,1,2020-11-19 10:35:00,284.9,11,2020,285000,124.99999999999997,0.4387504387504387,0 days 16:40:00
1086,2020-08-08 14:02:00,Maria das Graças,Vendedor,Loja Matriz,Geladeira,Eletrodomésticos,699.9,1346.9,1,2020-08-10 13:35:00,1346.9,8,2020,285000,647.0000000000001,0.4803623134605391,1 days 23:33:00
1087,2020-11-10 09:08:00,Maria das Graças,Vendedor,Loja Matriz,Máquina Lavar Roupa,Eletrodomésticos,1099.0,1709.1,1,2020-11-15 13:48:00,1709.1,11,2020,285000,610.0999999999999,0.35697150547071554,5 days 04:40:00
1088,2019-01-17 15:57:00,Maria das Graças,Vendedor,Loja Matriz,Impressora,Eletrônicos,329.9,674.1,1,2019-01-17 16:12:00,674.1,1,2019,285000,344.20000000000005,0.5106067349058003,0 days 00:15:00
1089,2020-05-17 12:05:00,Maria das Graças,Vendedor,Loja Matriz,Fritadeira elétrica,Cozinha,187.9,340.0,1,2020-05-18 09:41:00,340.0,5,2020,285000,152.1,0.44735294117647056,0 days 21:36:00
1090,2020-10-14 14:21:00,Maria das Graças,Vendedor,Loja Matriz,Máquina Lavar Roupa,Eletrodomésticos,1099.0,1709.1,1,2020-10-18 11:40:00,1709.1,10,2020,285000,610.0999999999999,0.35697150547071554,3 days 21:19:00
1091,2019-03-07 15:29:00,Maria das Graças,Vendedor,Loja Matriz,Tablet,Eletrônicos,799.0,1424.91,1,2019-03-07 15:43:00,1424.91,3,2019,285000,625.9100000000001,0.43926283063491733,0 days 00:14:00
1092,2019-02-04 14:01:00,Maria das Graças,Vendedor,Loja Matriz,Processador de alimentos,Cozinha,110.0,189.9,1,2019-02-04 17:04:00,189.9,2,2019,285000,79.9,0.4207477619799895,0 days 03:03:00
1093,2020-11-18 11:40:00,Maria das Graças,Vendedor,Loja Matriz,Geladeira,Eletrodomésticos,699.9,1346.9,1,2020-11-22 17:37:00,1346.9,11,2020,285000,647.0000000000001,0.4803623134605391,4 days 05:57:00
1094,2020-06-04 15:06:00,Maria das Graças,Vendedor,Loja Matriz,Processador de alimentos,Cozinha,110.0,189.9,1,2020-06-04 17:58:00,189.9,6,2020,285000,79.9,0.4207477619799895,0 days 02:52:00
1095,2019-04-05 09:41:00,Maria das Graças,Vendedor,Loja Matriz,Cafeteira,Cozinha,159.9,284.9,1,2019-04-05 09:59:00,284.9,4,2019,285000,124.99999999999997,0.4387504387504387,0 days 00:18:00
1096,2019-01-14 10:15:00,Maria das Graças,Vendedor,Loja Matriz,Cafeteira,Cozinha,159.9,284.9,1,2019-01-14 17:16:00,284.9,1,2019,285000,124.99999999999997,0.4387504387504387,0 days 07:01:00
1097,2020-02-01 15:08:00,Maria das Graças,Vendedor,Loja Matriz,Tablet,Eletrônicos,799.0,1424.91,1,2020-02-02 14:32:00,1424.91,2,2020,285000,625.9100000000001,0.43926283063491733,0 days 23:24:00
1098,2019-01-31 11:06:00,Maria das Graças,Vendedor,Loja Matriz,Sofá,Casa,789.9,1399.0,3,2019-02-07 16:09:00,4197.0,1,2019,285000,1827.3000000000002,0.43538241601143673,7 days 05:03:00
1099,2020-07-04 12:42:00,Maria das Graças,Vendedor,Loja Matriz,Geladeira,Eletrodomésticos,699.9,1346.9,3,2020-07-06 12:17:00,4040.7,7,2020,285000,1941.0000000000005,0.4803623134605391,1 days 23:35:00
1100,2019-03-31 14:49:00,Maria das Graças,Vendedor,Loja Matriz,Ferro de passar,Casa,27.9,55.9,3,2019-04-01 14:43:00,167.7,3,2019,285000,84.0,0.5008944543828265,0 days 23:54:00
1101,2020-03-24 17:51:00,Maria das Graças,Vendedor,Loja Matriz,Batedeira,Cozinha,49.9,95.9,3,2020-03-25 14:27:00,287.70000000000005,3,2020,285000,138.00000000000003,0.4796663190823775,0 days 20:36:00
1102,2020-02-04 12:15:00,Maria das Graças,Vendedor,Loja Matriz,Ferro de passar,Casa,27.9,55.9,3,2020-02-04 15:50:00,167.7,2,2020,285000,84.0,0.5008944543828265,0 days 03:35:00
1103,2020-12-06 11:03:00,Maria das Graças,Vendedor,Loja Matriz,Batedeira,Cozinha,49.9,95.9,3,2020-12-07 09:31:00,287.70000000000005,12,2020,285000,138.00000000000003,0.4796663190823775,0 days 22:28:00
1104,2020-02-14 13:50:00,Maria das Graças,Vendedor,Loja Matriz,Ferro de passar,Casa,27.9,55.9,3,2020-02-15 13:31:00,167.7,2,2020,285000,84.0,0.5008944543828265,0 days 23:41:00
1105,2019-07-26 12:47:00,Maria das Graças,Vendedor,Loja Matriz,Guarda Roupa,Casa,489.9,999.0,3,2019-07-30 11:14:00,2997.0,7,2019,285000,1527.3000000000002,0.5096096096096097,3 days 22:27:00
1106,2019-09-06 13:43:00,Maria das Graças,Vendedor,Loja Matriz,Microondas,Eletrodomésticos,189.0,364.5,3,2019-09-07 12:50:00,1093.5,9,2019,285000,526.5,0.48148148148148145,0 days 23:07:00
1107,2019-06-13 14:07:00,Maria das Graças,Vendedor,Loja Matriz,Guarda Roupa,Casa,489.9,999.0,3,2019-06-19 10:04:00,2997.0,6,2019,285000,1527.3000000000002,0.5096096096096097,5 days 19:57:00
1108,2020-12-03 10:49:00,Maria das Graças,Vendedor,Loja Matriz,Liquidificador,Cozinha,59.9,142.4,3,2020-12-03 17:39:00,427.2000000000001,12,2020,285000,247.5,0.5793539325842696,0 days 06:50:00
1109,2020-11-02 16:52:00,Maria das Graças,Vendedor,Loja Matriz,Batedeira,Cozinha,49.9,95.9,3,2020-11-03 14:50:00,287.70000000000005,11,2020,285000,138.00000000000003,0.4796663190823775,0 days 21:58:00
1110,2019-09-24 15:45:00,Maria das Graças,Vendedor,Loja Matriz,Máquina Lavar Roupa,Eletrodomésticos,1099.0,1709.1,3,2019-09-26 14:16:00,5127.299999999999,9,2019,285000,1830.2999999999997,0.35697150547071554,1 days 22:31:00
1111,2019-05-30 17:19:00,Maria das Graças,Vendedor,Loja Matriz,Geladeira,Eletrodomésticos,699.9,1346.9,3,2019-06-06 14:11:00,4040.7,5,2019,285000,1941.0000000000005,0.4803623134605391,6 days 20:52:00
1112,2020-05-10 09:20:00,Maria das Graças,Vendedor,Loja Matriz,Liquidificador,Cozinha,59.9,142.4,3,2020-05-10 15:09:00,427.2000000000001,5,2020,285000,247.5,0.5793539325842696,0 days 05:49:00
1113,2020-01-09 14:03:00,Maria das Graças,Vendedor,Loja Matriz,Batedeira,Cozinha,49.9,95.9,3,2020-01-10 12:35:00,287.70000000000005,1,2020,285000,138.00000000000003,0.4796663190823775,0 days 22:32:00
1114,2020-12-29 16:50:00,Maria das Graças,Vendedor,Loja Matriz,Televisão,Eletrodomésticos,1400.9,2279.99,3,2020-12-31 17:28:00,6839.969999999999,12,2020,285000,2637.269999999999,0.38556748055912515,2 days 00:38:00
1115,2020-01-02 12:56:00,Maria das Graças,Vendedor,Loja Matriz,Ferro de passar,Casa,27.9,55.9,3,2020-01-03 12:55:00,167.7,1,2020,285000,84.0,0.5008944543828265,0 days 23:59:00
1116,2020-03-11 09:04:00,Maria das Graças,Vendedor,Loja Matriz,Geladeira,Eletrodomésticos,699.9,1346.9,3,2020-03-13 10:34:00,4040.7,3,2020,285000,1941.0000000000005,0.4803623134605391,2 days 01:30:00
1117,2019-07-18 13:47:00,Maria das Graças,Vendedor,Loja Matriz,Processador de alimentos,Cozinha,110.0,189.9,3,2019-07-19 12:05:00,569.7,7,2019,285000,239.70000000000002,0.4207477619799895,0 days 22:18:00
1118,2019-08-29 11:08:00,Maria das Graças,Vendedor,Loja Matriz,Processador de alimentos,Cozinha,110.0,189.9,3,2019-08-30 11:02:00,569.7,8,2019,285000,239.70000000000002,0.4207477619799895,0 days 23:54:00
1119,2019-03-27 12:01:00,Maria das Graças,Vendedor,Loja Matriz,Batedeira,Cozinha,49.9,95.9,3,2019-03-27 15:27:00,287.70000000000005,3,2019,285000,138.00000000000003,0.4796663190823775,0 days 03:26:00
1120,2020-09-04 13:19:00,Maria das Graças,Vendedor,Loja Matriz,Processador de alimentos,Cozinha,110.0,189.9,3,2020-09-05 11:49:00,569.7,9,2020,285000,239.70000000000002,0.4207477619799895,0 days 22:30:00
1121,2019-10-26 12:40:00,Maria das Graças,Vendedor,Loja Matriz,Máquina Lavar Roupa,Eletrodomésticos,1099.0,1709.1,3,2019-10-29 14:59:00,5127.299999999999,10,2019,285000,1830.2999999999997,0.35697150547071554,3 days 02:19:00
1122,2019-01-17 12:04:00,Maria das Graças,Vendedor,Loja Matriz,Tablet,Eletrônicos,799.0,1424.91,3,2019-01-17 14:58:00,4274.7300000000005,1,2019,285000,1877.7300000000002,0.43926283063491733,0 days 02:54:00
1123,2020-06-30 15:17:00,Maria das Graças,Vendedor,Loja Matriz,Processador de alimentos,Cozinha,110.0,189.9,3,2020-06-30 16:57:00,569.7,6,2020,285000,239.70000000000002,0.4207477619799895,0 days 01:40:00
1124,2019-02-25 15:40:00,Maria das Graças,Vendedor,Loja Matriz,Colchão,Casa,109.9,249.9,3,2019-02-26 15:29:00,749.7,2,2019,285000,420.0,0.5602240896358543,0 days 23:49:00
1125,2019-07-09 16:05:00,Maria das Graças,Vendedor,Loja Matriz,Colchão,Casa,109.9,249.9,3,2019-07-10 15:25:00,749.7,7,2019,285000,420.0,0.5602240896358543,0 days 23:20:00
1126,2020-08-10 17:33:00,Maria das Graças,Vendedor,Loja Matriz,Guarda Roupa,Casa,489.9,999.0,3,2020-08-13 11:34:00,2997.0,8,2020,285000,1527.3000000000002,0.5096096096096097,2 days 18:01:00
1127,2019-07-17 13:55:00,Maria das Graças,Vendedor,Loja Matriz,Aspirador de pó,Casa,88.9,189.9,3,2019-07-17 16:30:00,569.7,7,2019,285000,303.0,0.5318588730911006,0 days 02:35:00
1128,2019-09-26 09:45:00,Maria das Graças,Vendedor,Loja Matriz,Microondas,Eletrodomésticos,189.0,364.5,3,2019-09-27 09:42:00,1093.5,9,2019,285000,526.5,0.48148148148148145,0 days 23:57:00
1129,2020-06-01 10:57:00,Maria das Graças,Vendedor,Loja Matriz,Fritadeira elétrica,Cozinha,187.9,340.0,3,2020-06-01 15:24:00,1020.0,6,2020,285000,456.29999999999995,0.44735294117647056,0 days 04:27:00
1130,2020-03-29 10:10:00,Maria das Graças,Vendedor,Loja Matriz,Geladeira,Eletrodomésticos,699.9,1346.9,3,2020-04-03 12:05:00,4040.7,3,2020,285000,1941.0000000000005,0.4803623134605391,5 days 01:55:00
1131,2019-08-25 17:55:00,Maria das Graças,Vendedor,Loja Matriz,Smartphone,Eletrônicos,899.9,1676.9,3,2019-08-26 13:45:00,5030.700000000001,8,2019,285000,2331.0000000000005,0.4633550002981693,0 days 19:50:00
1132,2020-04-23 16:45:00,Maria das Graças,Vendedor,Loja Matriz,Processador de alimentos,Cozinha,110.0,189.9,3,2020-04-24 11:33:00,569.7,4,2020,285000,239.70000000000002,0.4207477619799895,0 days 18:48:00
1133,2020-04-05 12:56:00,Maria das Graças,Vendedor,Loja Matriz,Batedeira,Cozinha,49.9,95.9,3,2020-04-05 15:19:00,287.70000000000005,4,2020,285000,138.00000000000003,0.4796663190823775,0 days 02:23:00
1134,2019-10-09 12:21:00,Maria das Graças,Vendedor,Loja Matriz,Fogão,Eletrodomésticos,210.9,404.1,3,2019-10-12 14:12:00,1212.3000000000002,10,2019,285000,579.6,0.47809948032665184,3 days 01:51:00
1135,2020-10-07 10:52:00,Maria das Graças,Vendedor,Loja Matriz,Fogão,Eletrodomésticos,210.9,404.1,3,2020-10-11 10:53:00,1212.3000000000002,10,2020,285000,579.6,0.47809948032665184,4 days 00:01:00
1136,2020-02-22 10:47:00,Maria das Graças,Vendedor,Loja Matriz,Colchão,Casa,109.9,249.9,3,2020-02-23 10:42:00,749.7,2,2020,285000,420.0,0.5602240896358543,0 days 23:55:00
1137,2019-02-04 10:35:00,Maria das Graças,Vendedor,Loja Matriz,Tablet,Eletrônicos,799.0,1424.91,3,2019-02-04 11:02:00,4274.7300000000005,2,2019,285000,1877.7300000000002,0.43926283063491733,0 days 00:27:00
1138,2020-10-29 17:54:00,Maria das Graças,Vendedor,Loja Matriz,Smartphone,Eletrônicos,899.9,1676.9,3,2020-10-30 17:38:00,5030.700000000001,10,2020,285000,2331.0000000000005,0.4633550002981693,0 days 23:44:00
1139,2019-09-13 13:08:00,Maria das Graças,Vendedor,Loja Matriz,Ferro de passar,Casa,27.9,55.9,3,2019-09-14 09:56:00,167.7,9,2019,285000,84.0,0.5008944543828265,0 days 20:48:00
1140,2019-07-03 10:06:00,Maria das Graças,Vendedor,Loja Matriz,Cama Box,Casa,1189.9,1899.5,3,2019-07-10 14:36:00,5698.5,7,2019,285000,2128.7999999999997,0.3735719926296393,7 days 04:30:00
1141,2019-08-01 15:29:00,Maria das Graças,Vendedor,Loja Matriz,Notebook,Eletrônicos,2299.9,3199.0,3,2019-08-01 16:16:00,9597.0,8,2019,285000,2697.2999999999997,0.28105658018130664,0 days 00:47:00
1142,2020-03-14 16:38:00,Maria das Graças,Vendedor,Loja Matriz,Impressora,Eletrônicos,329.9,674.1,3,2020-03-15 10:42:00,2022.3,3,2020,285000,1032.6000000000001,0.5106067349058003,0 days 18:04:00
1143,2020-01-12 16:29:00,Maria das Graças,Vendedor,Loja Matriz,Cafeteira,Cozinha,159.9,284.9,3,2020-01-13 11:42:00,854.6999999999999,1,2020,285000,374.9999999999999,0.4387504387504387,0 days 19:13:00
1144,2019-08-22 12:28:00,Maria das Graças,Vendedor,Loja Matriz,Colchão,Casa,109.9,249.9,3,2019-08-23 09:48:00,749.7,8,2019,285000,420.0,0.5602240896358543,0 days 21:20:00
1145,2020-12-01 11:22:00,Maria das Graças,Vendedor,Loja Matriz,Processador de alimentos,Cozinha,110.0,189.9,3,2020-12-01 14:29:00,569.7,12,2020,285000,239.70000000000002,0.4207477619799895,0 days 03:07:00
1146,2020-10-20 14:12:00,Maria das Graças,Vendedor,Loja Matriz,Ferro de passar,Casa,27.9,55.9,3,2020-10-21 12:32:00,167.7,10,2020,285000,84.0,0.5008944543828265,0 days 22:20:00
1147,2019-04-19 16:04:00,Maria das Graças,Vendedor,Loja Matriz,Colchão,Casa,109.9,249.9,3,2019-04-20 09:48:00,749.7,4,2019,285000,420.0,0.5602240896358543,0 days 17:44:00
1148,2020-04-26 16:25:00,Maria das Graças,Vendedor,Loja Matriz,Colchão,Casa,109.9,249.9,3,2020-04-27 12:38:00,749.7,4,2020,285000,420.0,0.5602240896358543,0 days 20:13:00
1149,2019-07-05 10:03:00,Maria das Graças,Vendedor,Loja Matriz,Fritadeira elétrica,Cozinha,187.9,340.0,1,2019-07-05 14:17:00,340.0,7,2019,285000,152.1,0.44735294117647056,0 days 04:14:00
1150,2019-11-10 09:57:00,Maria das Graças,Vendedor,Loja Matriz,Liquidificador,Cozinha,59.9,142.4,3,2019-11-11 09:40:00,427.2000000000001,11,2019,285000,247.5,0.5793539325842696,0 days 23:43:00
1151,2020-09-30 16:27:00,Maria das Graças,Vendedor,Loja Matriz,Aspirador de pó,Casa,88.9,189.9,3,2020-10-01 11:48:00,569.7,9,2020,285000,303.0,0.5318588730911006,0 days 19:21:00
1152,2019-01-02 12:30:00,Maria das Graças,Vendedor,Loja Matriz,Processador de alimentos,Cozinha,110.0,189.9,3,2019-01-03 09:36:00,569.7,1,2019,285000,239.70000000000002,0.4207477619799895,0 days 21:06:00
1153,2020-12-30 14:57:00,Maria das Graças,Vendedor,Loja Matriz,Guarda Roupa,Casa,489.9,999.0,3,2020-12-31 13:33:00,2997.0,12,2020,285000,1527.3000000000002,0.5096096096096097,0 days 22:36:00
1154,2019-12-24 16:47:00,Maria das Graças,Vendedor,Loja Matriz,Aspirador de pó,Casa,88.9,189.9,3,2019-12-25 14:37:00,569.7,12,2019,285000,303.0,0.5318588730911006,0 days 21:50:00
1155,2020-07-16 12:09:00,Maria das Graças,Vendedor,Loja Matriz,Ferro de passar,Casa,27.9,55.9,3,2020-07-16 17:02:00,167.7,7,2020,285000,84.0,0.5008944543828265,0 days 04:53:00
1156,2019-02-09 16:38:00,Maria das Graças,Vendedor,Loja Matriz,Impressora,Eletrônicos,329.9,674.1,3,2019-02-10 11:04:00,2022.3,2,2019,285000,1032.6000000000001,0.5106067349058003,0 days 18:26:00
1157,2019-12-21 14:22:00,Maria das Graças,Vendedor,Loja Matriz,Microondas,Eletrodomésticos,189.0,364.5,3,2019-12-21 17:31:00,1093.5,12,2019,285000,526.5,0.48148148148148145,0 days 03:09:00
1158,2019-08-30 11:04:00,Maria das Graças,Vendedor,Loja Matriz,Smartphone,Eletrônicos,899.9,1676.9,3,2019-08-30 16:00:00,5030.700000000001,8,2019,285000,2331.0000000000005,0.4633550002981693,0 days 04:56:00
1159,2020-09-15 12:40:00,Maria das Graças,Vendedor,Loja Matriz,Liquidificador,Cozinha,59.9,142.4,3,2020-09-15 12:51:00,427.2000000000001,9,2020,285000,247.5,0.5793539325842696,0 days 00:11:00
